term,category
पैसठ,Numeral
पैसा,Generic
पॉइंट,Generic
पोट,Generic
पोटाश,Soil Nutrient/Fertiliser
पोटाश,Soil Nutrient/Fertiliser
पोर्ट,Country/Place
पोलिहाष,Generic
पोषक,Soil Nutrient/Fertiliser
पौध,Generic
पौधा,Generic
पौधा,Generic
पौधे,Generic
पौधो,Generic
पौधों,Generic
प्याज,Crop
प्याज़,Crop
प्यादवार,Generic
प्यार,Generic
प्रकोप,Generic
प्रकोप,Generic
प्रक्रिया,Generic
प्रजाति,Generic
प्रजातिया,Generic
प्रजाति,Generic
प्रति,Generic
प्रदेश,Country/Place
प्रबंधन,Agri Practice
प्रभेद,Generic
प्रभेद,Variety
प्रयोग,Generic
प्रयोग,Generic
प्रशिक्षण,Agri Practice
प्रोडक्शन।,Generic
प्रोपा,Chemical Name
फंगस,Pest/Disease
फंगा,Pest/Disease
फंगीसाइड,Chemical Name
फंगीसाइड।,Chemical Name
फट,Symptom
फटे,Symptom
फण्ड,Generic
फनी,Generic
फफूंद,Pest/Disease
फफूंदनाशक,Chemical Name
फफूंदा,Pest/Disease
फफूंदी,Pest/Disease
फर,Crop
फरता,Generic
फरने,Generic
फराने,Generic
फरी,Generic
फरेगा,Generic
फरेला,Generic
फर्टिलाइजर,Soil Nutrient/Fertiliser
फल,Generic
फलकेस,Generic
फलता,Generic
फलन,Generic
फलने,Generic
फला,Generic
फलाएं,Generic
फलाना,Generic
फली,Generic
फले,Generic
फलेगा,Generic
फलो,Generic
फलों,Generic
फल्ली,Generic
फल।,Generic
फसल,Crop
फसलें,Crop
फसलो,Crop
फसल,Generic
फ़रवरी,Month Name
फ़ीट,Agriculture unit
फाइलआता,Generic
फाइव,Numeral
फायदा,Generic
फायदा,Generic
फायदे,Generic
फायदे,Generic
फार,Generic
फार्मर,Generic
फास्ट,Generic
फिर,Generic
फीट,Agriculture unit
फुंगी,Pest/Disease
फुट,Agriculture unit
फुनगी,Pest/Disease
फुल,Generic
फुलझर,Generic
फुला,Generic
फुलाए,Generic
फुलाके,Generic
फुलाना,Generic
फुलाने,Generic
फुलाया,Symptom
फुसली,Crop
फूटता,Generic
फूटने,Agri Practice
फूटला,Symptom
फूफा,Generic
फूल,Generic
फूलगोभी,Crop
फूलझर,Symptom
फूलट्रेमरिउ,Generic
फूलन,Generic
फूलने,Generic
फूला,Symptom
फूलो,Generic
फूल,Generic
फेक,Generic
फेब्रुअरी,Month Name
फेरोमोन,Chemical Name
फैलेरिस,Crop
फॉफ,Generic
फोटो,Generic
फोड़,Symptom
फोर्टी,Numeral
फोलिडोल,Chemical Name
फ्रेंड,Generic
फ्रेश,Generic
फ्लावा,Generic
बंद,Generic
बकड़ा,Generic
बकरियाँ,Generic
बकरी,Generic
बकरे,Generic
बक्ता,Generic
बगवानी,Agri Practice
बगीचा,Agriculture unit
बगैर,Generic
बचता,Generic
बचाएँ।,Generic
बचाएं,Generic
बचाओ,Generic
बचाने,Generic
बचाव,Generic
बचावे,Generic
बचाव।,Agri Practice
बचे,Generic
बचें,Generic
बच्चा,Generic
बच्चा,Generic
बच्चे,Generic
बछिया,Generic
बज,Generic
बजे,Generic
बड़,Generic
बड़ने,Generic
बड़वा,Agriculture unit
बड़ा,Generic
बड़ा-बड़ा,Generic
बड़ाने,Generic
बड़े,Generic
बड़ौनी,Agriculture unit
बढ़,Generic
बढ़ता,Generic
बढ़ते,Generic
बढ़ने,Generic
बढ़ा,Generic
बढ़ाए,Generic
बढ़ाएं,Generic
बढ़ाने,Generic
बढ़ाय,Generic
बढ़ाये,Generic
बढ़ावे,Generic
बढ़ियल,Generic
बढ़िया,Generic
बढ़े,Generic
बढ़ेगा,Generic
बढ़ेगा।,Generic
बढ़ोतरी,Generic
बढाएं,Generic
बढिया,Generic
बढीया,Generic
बतलाइए,Generic
बतलाइए,Generic
बतलाइये,Generic
बता,Generic
बताइए,Generic
बताइए।,Generic
बताइये,Generic
बताइयेगा,Generic
बताइये।,Generic
बताए,Generic
बताएँ,Generic
बताएँ,Generic
बताएं,Generic
बताएं।,Generic
बताए।,Generic
बताओ,Generic
बताओ।,Generic
बताना।,Generic
बताय,Generic
बताया,Generic
बताये,Generic
बताय,Generic
बतावे,Generic
बतावे,Generic
बतिया,Generic
बत्तियां,Generic
बत्ती,Generic
बत्तीस,Numeral
बनरारा,Country/Place
बना,Generic
बनाएं,Generic
बनाने,Generic
बनाया,Generic
बनायें,Generic
बनिया,Generic
बनेगा,Generic
बन्ना,Generic
बबूल,Crop
बम्बी,Generic
बरतें,Generic
बरसात,Season Name
बरसो,Generic
बर्तन,Generic
बर्मी,Variety
बर्षा,Season Name
बलगढ़,Country/Place
बस,Generic
बस,Generic
बहुतायत,Generic
बहुत।,Generic
बाँस,Crop
बांगुर,Variety
बांझपन,Symptom
बांझापन,Symptom
बांझी,Generic
बांस,Crop
बाइस,Numeral
बाईस,Numeral
बाउ,Generic
बागबानी,Agri Practice
बागवानी,Agri Practice
बाछी,Generic
बाजपन,Pest/Disease
बाजरा,Crop
बाझि,Generic
बाट,Generic
बात,Generic
बाती,Generic
बाद,Generic
बाद।,Generic
बाबुल,Crop
बार,Generic
बारह,Numeral
बारिश,Generic
बारी,Agriculture unit
बारे,Generic
बाल,Generic
बाली,Generic
बाल्मीक,Generic
बाव,Generic
बावन,Numeral
बाहिर,Generic
बाहु,Generic
बा।,Generic
बिकास,Generic
बिक।,Generic
बिच,Generic
बिचड़ा,Generic
बिचरो,Generic
बिचा,Generic
बिच्चा,Generic
बिच्ची,Generic
बिछड़ा,Generic
बिछी,Generic
बिज,Generic
बिजड़ा,Pest/Disease
बिजडा,Generic
बिजे,Generic
बिधि,Agri Practice
बिया,Generic
बिरादरी,Generic
बिल,Generic
बिशुनपुर,Country/Place
बिस,Numeral
बिसवा,Agriculture unit
बी,Generic
बीआइ,Generic
बीगे,Generic
बीच,Generic
बीचा,Generic
बीचि,Pest/Disease
बीचे,Generic
बीचे।,Generic
बीज,Generic
बीजडा,Pest/Disease
बीजा,Generic
बीजामृत,Soil Nutrient/Fertiliser
बीज,Generic
बीट,Crop
बीडिया,Generic
बीन,Crop
बीन्स,Crop
बीम,Crop
बीमारियाँ,Pest/Disease
बीमारी,Pest/Disease
बीया,Generic
बीरत,Generic
बीस,Numeral
बीसीजी,Chemical Name
बीहन,Generic
बीहा,Generic
बुआ,Generic
बुआई,Agri Practice
बुन,Generic
बुनना,Generic
बुनने,Generic
बुननेंगे,Generic
बुना,Generic
बुनाई,Generic
बुनाएगा।,Generic
बुनाता,Generic
बुनाया,Generic
बुरान,Generic
बुवाई,Agri Practice
बुवाता,Agri Practice
बुवायगा,Agri Practice
बू,Generic
बूट,Generic
बूनने,Agri Practice
बृद्धि,Generic
बे,Generic
बेचें,Generic
बेदाम,Crop
बेबर,Generic
बेबी,Generic
बेबीकॉर्न,Crop
बेया,Generic
बेराय,Generic
बेल,Crop
बेस्ट,Generic
बेहेतर,Generic
बैंगन,Crop
बैगन,Crop
बैट,Generic
बैठा,Generic
बैठेगा,Generic
बैठे।,Generic
बैल,Generic
बैसाका,Month Name
बो,Generic
बोआई,Agri Practice
बोआए,Agri Practice
बोआएगा,Generic
बोआयेगा,Agri Practice
बोई,Agri Practice
बोए,Agri Practice
बोएं,Agri Practice
बोट,Generic
बोड़ा,Generic
बोते,Agri Practice
बोदी,Crop
बोना,Agri Practice
बोनाई,Agri Practice
बोने,Agri Practice
बोया,Agri Practice
बोये,Agri Practice
बोये।,Agri Practice
बोरा,Generic
बोरी,Agriculture unit
बोल,Generic
बोलते,Generic
बोलना।,Generic
बोलिए,Generic
बोलिए,Generic
बोले,Generic
बोलो,Generic
बोवा,Generic
बोवाई,Agri Practice
बौरिया,Pest/Disease
भंगुडी,Generic
भंगुर,Generic
भंगुरी,Variety
भंटा,Generic
भंडारण,Agri Practice
भंडारन,Agri Practice
भंशी,Pest/Disease
भगाएं,Generic
भण्डारण,Agri Practice
भदया,Generic
भमरी,Generic
भर,Generic
भरपूर,Generic
भरा,Generic
भराईटी,Generic
भराएगा,Generic
भव्य,Generic
भाई,Generic
भागने,Generic
भाती,Generic
भारत,Country/Place
भाव,Generic
भिंडी,Crop
भिगोया,Generic
भित्तर,Generic
भी,Generic
भींगा,Generic
भींडी,Crop
भीगो,Generic
भूमि,Generic
भूर,Generic
भूसा,Soil Nutrient/Fertiliser
भैंस,Generic
भैया,Generic
भैस,Generic
भैसी,Generic
मंग,Crop
मंचित,Generic
मंजड़,Generic
मंजन,Generic
मंजर,Generic
मंजरा,Generic
मंजर,Generic
मंज़र,Generic
मंजार,Generic
मंजिरी,Generic
मंजूर,Generic
मंडी,Generic
मंडी।,Agriculture unit
मंडुवा,Crop
मंत्रा,Generic
मकई,Crop
मकई,Crop
मका,Crop
मक्का,Crop
मक्का,Crop
मक्की,Crop
मक्के,Crop
मक्खिया,Pest/Disease
मक्खी,Pest/Disease
मखाना,Crop
मगर,Generic
मचान,Generic
मच्छी,Generic
मछली,Generic
मजर,Generic
मज्जर,Generic
मटर,Crop
मटरे,Crop
मट्टी,Generic
मठास्त्र,Generic
मठिया,Generic
मड़वा,Crop
मड़ुआ,Crop
मडुवा,Crop
मतलब,Generic
मद,Generic
मधुआ,Crop
मधुबनी,Country/Place
मधुव,Crop
मधुवा,Crop
मध्य,Generic
मन,Generic
मनजर,Generic
मनी,Generic
मपाई,Agri Practice
मर,Generic
मरता,Generic
मरने,Generic
मरले,Agriculture unit
मरवा,Crop
मरा,Generic
मरीचा,Crop
मरुवा,Crop
मरेगा,Generic
मरेगा।,Generic
मरोड़िया,Symptom
मलचायती,Agri Practice
मलपुरी,Agri Practice
मवेशी,Generic
मशरुम,Crop
मशरूम,Crop
मसूर,Crop
मसूरी,Crop
मस्टर्ड,Crop
महागोनी,Crop
महि,Generic
महिना,Generic
महीन,Generic
महीना,Month Name
महीने,Month Name
महुआ,Crop
महुआ,Crop
महुवाई,Agri Practice
महू,Country/Place
महूगणी,Crop
मा,Generic
मांग,Generic
मांजर,Generic
मांजरा,Generic
माइक्रोफ़ूड,Generic
माइट,Pest/Disease
माछी,Pest/Disease
माजर,Generic
माटी,Soil Nutrient/Fertiliser
मात्रा,Generic
मादरचोद,Generic
मानसून,Season Name
मानसूर,Crop
माने,Generic
मार,Generic
मारने,Generic
मारे,Generic
मारें,Generic
मारेंगे,Generic
मारे।,Generic
मार्च,Month Name
मार्चा,Month Name
मार्च।,Month Name
मालिकों,Generic
मास,Month Name
माह,Month Name
माहू,Country/Place
मिट्टी,Generic
मिट्टी,Generic
मिरचा,Crop
मिरचाइ,Crop
मिरचाई,Crop
मिर्च,Crop
मिर्चा,Crop
मिर्चाइ,Crop
मिर्चाई,Crop
मिर्ची,Crop
मिर्च,Crop
मिलता,Generic
मिला,Generic
मिलाकर,Generic
मिलावे,Generic
मिली,Generic
मिलेगा,Generic
मिले।,Generic
मिसता,Generic
मिस्टेक,Generic
मीट,Generic
मीठापन,Generic
मीराकुलम,Variety
मीराकुलार,Generic
मुंग,Crop
मुंडी,Generic
मुख्खी,Pest/Disease
मुझसे,Generic
मुझे,Generic
मुझे।,Generic
मुड़,Generic
मुड़ी,Generic
मुन्ग,Crop
मुरझाना,Symptom
मुरी,Generic
मुर्गी,Generic
मुहूर्त,Generic
मूँगि,Crop
मूंग,Crop
मूंगफली,Crop
मूंगा,Crop
मूंग।,Crop
मूच,Generic
मूड़,Generic
मूली,Crop
मूसा,Crop
मृदा,Generic
मे,Generic
में,Generic
में।,Generic
मेघ,Generic
मेटासिन,Chemical Name
मेडिसिंन,Generic
मेरा,Generic
मेरी,Generic
मेरे,Generic
मेला,Generic
मेहेंदीनगर,Country/Place
मेहेक,Generic
मैं,Generic
मैंने,Generic
मैं,Generic
मैन्कोजेब,Chemical Name
मै।,Generic
मोचा,Variety
मोजर,Generic
मोजी,Generic
मोजेक,Pest/Disease
मोटा,Generic
मोटापन,Symptom
मोबाइल,Generic
मोम,Generic
मोरिंगा,Crop
मोसंबी,Crop
मौल,Generic
मौसंम,Season Name
मौसम,Generic
मौसम,Generic
यह,Generic
यहाँ,Generic
यहां,Generic
यही,Generic
या,Generic
याग,Generic
याद,Generic
यील्ड,Generic
युमोरिंना,Pest/Disease
यूज,Generic
यूज़,Generic
यूरिया,Soil Nutrient/Fertiliser
यूरिया,Soil Nutrient/Fertiliser
ये,Generic
येलो,Generic
योजना,Generic
योजनाओं,Generic
योजना।,Generic
रख,Generic
रखना,Generic
रखने,Generic
रखा,Generic
रखी,Generic
रखे,Generic
रखें,Generic
रजाई,Generic
रजिस्ट्रेशन,Generic
रजिस्ट्रेशन,Generic
रमकैल,Generic
रयची,Generic
रवि,Season Name
रसायनिक,Generic
रसून,Crop
रहता,Generic
रहर,Crop
रहा,Generic
रहा।,Generic
रही,Generic
रहूंगा,Generic
रहूंगा।,Generic
रहे,Generic
रहेगा,Generic
रहेगा।,Generic
रहेगी,Generic
रहे।,Generic
राइ,Crop
राई,Crop
राखी,Generic
रात,Generic
रामतुरई,Crop
रामदाना,Crop
रामामंडल,Generic
राम,Generic
रासायन,Generic
रासायनिक,Generic
राहड़,Generic
राहा,Generic
रिचार्ज,Generic
रुपये,Generic
रुला,Generic
रूनी,Generic
रूप,Generic
रे,Generic
रेट,Generic
रेट।,Generic
रै,Generic
रोआई,Generic
रोकथाम,Agri Practice
रोकथाम,Agri Practice
रोकना,Generic
रोकने,Generic
रोके,Generic
रोकें,Generic
रोग,Pest/Disease
रोग,Pest/Disease
रोप,Agri Practice
रोपण,Agri Practice
रोपण,Agri Practice
रोपत,Agri Practice
रोपते,Agri Practice
रोपन,Agri Practice
रोपना,Agri Practice
रोपनी,Agri Practice
रोपने,Agri Practice
रोपला,Generic
रोपा,Agri Practice
रोपाई,Agri Practice
रोपाएगा,Agri Practice
रोपाएगा।,Agri Practice
रोपाता,Agri Practice
रोपाना,Agri Practice
रोपाय,Agri Practice
रोपायगा,Agri Practice
रोपाया,Agri Practice
रोपायेगा,Agri Practice
रोपाला,Agri Practice
रोपी,Agri Practice
रोपे,Agri Practice
रोपें,Agri Practice
रौआ,Generic
लंड,Generic
लंब,Generic
लंबड़,Generic
लंबा,Generic
लंबा-लंबा,Generic
लकी,Generic
लग,Generic
लगतय,Generic
लगता,Generic
लगते,Generic
लगना,Generic
लगने,Generic
लगा,Generic
लगाए,Agri Practice
लगाएँ,Agri Practice
लगाएं,Agri Practice
लगाएंगे,Agri Practice
लगाएं।,Agri Practice
लगातार,Generic
लगाते,Agri Practice
लगाना,Agri Practice
लगाना,Agri Practice
लगाने,Agri Practice
लगाय,Agri Practice
लगाया,Agri Practice
लगाये,Agri Practice
लगाय,Generic
लगावे,Agri Practice
लगावें,Agri Practice
लगा।,Agri Practice
लगे,Generic
लगें,Generic
लगेंगे,Generic
लगेगा,Generic
लगेगा।,Generic
लगेगी,Generic
लगे।,Generic
लच्छा,Generic
लड़का,Generic
लत्तर,Generic
लत्ती,Generic
लम्बू,Generic
लर,Generic
ललका,Variety
लवका,Generic
लस्सा,Pest/Disease
लहर,Generic
लहरी,Generic
लहसुन,Crop
ला,Generic
लाइन,Generic
लाइफटाइम,Generic
लाएं,Generic
लागता।,Generic
लागा,Generic
लागे,Generic
लाठी,Generic
लाडी,Agriculture unit
लाती,Generic
लाने,Generic
लाभ,Generic
लाभकर,Generic
लाया,Generic
लाल,Generic
लाल-लाल,Generic
लालका,Generic
लालमी,Pest/Disease
लालसाग,Crop
लाल,Generic
लावे,Generic
लाही,Soil Nutrient/Fertiliser
लाहीं,Generic
लिए,Generic
लिए।,Generic
लिक्विड,Generic
लिखे,Generic
लिची,Crop
लिया,Generic
लिया।,Generic
लिये।,Generic
लीची,Crop
लीजिएगा।,Generic
लीजिये,Generic
लीफ,Generic
ले,Generic
लें,Generic
लेकिन,Generic
लेके,Generic
लेखा,Generic
लेगा,Generic
लेड़ा,Generic
लेप,Agri Practice
लेमन,Crop
लेवल,Generic
लेहेर,Generic
लैटरिंग,Generic
लैट्रिंग,Generic
लो,Generic
लोआ,Generic
लोग,Generic
लौंग,Crop
लौका,Crop
लौकी,Crop
लौके,Crop
लौड़ा,Crop
लौडिस,Chemical Name
लौवा,Generic
लौवे,Generic
व,Generic
वक्त,Generic
वगेरा,Generic
वगैरह,Generic
वजह,Generic
वतिया,Generic
वर्मीकंपोस्ट,Soil Nutrient/Fertiliser
वर्मीकम्पोस्ट,Soil Nutrient/Fertiliser
वर्षा,Season Name
वल,Generic
वाजमा,Generic
वाला,Generic
वाला।,Generic
वाली,Generic
वाली,Generic
विकास,Generic
विटामिन,Generic
विधि,Generic
विधि,Generic
विभाग,Generic
विल,Generic
विशेष,Generic
विस्तार,Generic
वीडियो,Generic
वीडियो,Generic
वीसा,Generic
वृक्ष,Generic
वृद्धि,Generic
वेट,Generic
वेरमिधान,Generic
वैरायटी,Variety
वैरायटी,Variety
वैल्यू,Generic
वैशाख,Month Name
वैशाली,Country/Place
वो,Generic
वोआएगा,Generic
वोआएगा,Generic
व्यवसाय,Generic
व्हाइट,Generic
शकरकंद,Crop
शबनम,Generic
शब्जी,Crop
शलजम,Crop
शाक,Generic
शाकनाशी,Chemical Name
शारीरिका,Generic
शाह,Generic
शाही,Generic
शीश,Generic
शीशम,Crop
श्री,Generic
संकर,Generic
संबंधी,Generic
संबंधीत,Generic
संभावना,Generic
संभावना,Generic
संरक्षण,Agri Practice
सक,Generic
सकता,Generic
सकता।,Generic
सकती,Generic
सकते,Generic
सके,Generic
सके।,Generic
सचमुच,Generic
सजना,Generic
सजमन,Generic
सजहन,Generic
सजान,Crop
सज्जन,Generic
सड़,Symptom
सड़के,Generic
सड़कों,Generic
सड़ता,Symptom
सड़न,Symptom
सड़ने,Symptom
सड़सठ,Numeral
सड़े,Symptom
सत्तर,Numeral
सत्तासी,Numeral
सत्रह,Numeral
सदका,Generic
सनाय,Crop
सन,Generic
सप्ताह,Generic
सफल,Generic
सब,Generic
सबका,Generic
सबसे,Generic
सब्जियां,Generic
सब्जियों,Generic
सब्जी,Generic
समझ,Generic
समतल,Generic
समय,Generic
समयपीत,Generic
समया,Generic
समय।,Generic
समस्या,Generic
समस्या,Generic
समाचय,Generic
समाचार,Generic
समाचार,Generic
समान,Generic
सम्भब,Generic
सर,Generic
सरझा,Pest/Disease
सरथि,Generic
सरल,Generic
सरसो,Crop
सरसों,Crop
सरिता,Generic
सर्दी,Season Name
सर्वबे,Generic
सर,Generic
सल्फर,Soil Nutrient/Fertiliser
सवाल,Generic
सस्क्रीया,Generic
सहजन,Crop
सही,Generic
सा,Generic
साइक्लिन,Chemical Name
साइड,Generic
साग,Crop
सागवान,Crop
साठ,Numeral
सात,Numeral
सातसौ,Numeral
साथ,Generic
सामग्री,Generic
सायपरमेथ्रिन,Chemical Name
सारा,Generic
साल,Generic
साला,Generic
सि,Generic
सिंघ,Generic
सिंचाई,Agri Practice
सिंजेंटा,Generic
सिकुड़,Symptom
सिकुड़ा,Symptom
सिखड़ा,Pest/Disease
सिगाटोका,Pest/Disease
सिचाई,Agri Practice
सिम,Crop
सिमी,Crop
सिमूढ़,Variety
सिलर,Variety
सी,Generic
सीचाय,Agri Practice
सीजन,Season Name
सीजन,Season Name
सीजाएं,Season Name
सीड,Generic
सीड्स,Generic
सीम,Crop
सीमन,Generic
सीमाएं,Generic
सीमेन,Generic
सु,Generic
सुई,Generic
सुख,Generic
सुखंडवा,Country/Place
सुखता,Symptom
सुखना,Symptom
सुखना,Symptom
सुखाई,Agri Practice
सुखाएं,Agri Practice
सुखाना,Agri Practice
सुखी,Symptom
सुदरावे,Generic
सुदान्त,Generic
सुन्दर,Generic
सुपर,Generic
सुपरी,Crop
सुरजमुखी,Crop
सुरु,Generic
सुर्यमुखी,Crop
सूख,Symptom
सूखने,Symptom
सूखा,Generic
सूखाना,Agri Practice
सूखे,Generic
सूखेगा,Generic
सूखेला,Symptom
सूजन,Symptom
सूढ़ी,Generic
सूरजमुखी,Crop
सूर्यमुखी,Crop
से,Generic
सेंड,Generic
सेगवान,Generic
सेडीनेट,Chemical Name
सेब,Crop
सेम,Crop
सेव,Crop
सेवन,Generic
से।,Generic
सैतीस,Numeral
सो,Numeral
सोलह,Numeral
सोला,Numeral
सौ,Numeral
सौंफ,Crop
स्टाम्प,Generic
स्टेप्टो,Chemical Name
स्ट्रॉबेरी,Crop
स्तिथि,Generic
स्थिति,Generic
स्थिति,Generic
स्थिती,Generic
स्प्रिंट,Generic
स्प्रे,Agri Practice
स्वाद,Generic
स्वालो,Generic
हजार,Numeral
हटाए,Generic
हटाएं,Generic
हटेगा,Generic
हप्ता,Generic
हफ्ता,Generic
हम,Generic
हमको,Generic
हमको,Generic
हमरा,Generic
हमारी,Generic
हमें,Generic
हम्म,Generic
हर,Generic
हरदी,Crop
हरसिधिन,Variety
हरा,Generic
हरासना,Symptom
हरिहरी,Generic
हरी,Generic
हरीयाली,Generic
हलका,Generic
हल्दी,Crop
हल्दीआ,Crop
हवा,Generic
हां,Generic
हाइब्रिड,Variety
हाथियाना,Generic
हार्वेस्टिंग,Agri Practice
हाल,Generic
हाल।,Generic
हाही,Generic
हिसाब,Generic
ही,Generic
हु,Generic
हुआ,Generic
हुआ,Generic
हुवा,Generic
हूँ।,Generic
हूं,Generic
हूं,Generic
हे,Generic
हेकटर,Agriculture unit
हेक्टेयर,Agriculture unit
हेक्टेयर,Agriculture unit
हेक्सा,Chemical Name
हेरना,Generic
हेराडोन,Chemical Name
हेल,Generic
हेलो,Generic
है,Generic
है?,Generic
कल,Generic
हैं,Generic
हैं।,Generic
हैच,Generic
हैलो,Generic
हैलो।,Generic
है।,Generic
है,Generic
गेंहू,Crop
हो,Generic
होंगा,Generic
होआ,Generic
होएगा,Generic
होके,Generic
होगा,Generic
होगा?जिसमें,Generic
होगा।,Generic
होगी,Generic
होगी।,Generic
होता,Generic
होती,Generic
होते,Generic
होते।,Generic
होना,Generic
होना।,Generic
होने,Generic
होमिक,Soil Nutrient/Fertiliser
होला,Generic
होली,Generic
होवे,Generic
होवेगा,Generic
होवे।,Generic
हो।,Generic
।,Not Applicable
